Station Name,Measurement Timestamp,Air Temperature,Wind Speed
63rd Street Weather Station,04/25/2015 09:00:00 AM,7.00,5.1
63rd Street Weather Station,04/30/2015 05:00:00 AM,6.10,7.2
63rd Street Weather Station,06/22/2015 09:00:00 AM,25.40,2.3
63rd Street Weather Station,06/22/2015 10:00:00 AM,26.40,5.6
63rd Street Weather Station,06/22/2015 11:00:00 AM,25.90,2.1
63rd Street Weather Station,06/22/2015 12:00:00 PM,26.00,4.5
63rd Street Weather Station,06/22/2015 01:00:00 PM,24.70,0.7
63rd Street Weather Station,06/22/2015 02:00:00 PM,26.20,3.7
63rd Street Weather Station,06/22/2015 03:00:00 PM,27.60,6.0
63rd Street Weather Station,06/22/2015 04:00:00 PM,27.70,5.5
63rd Street Weather Station,06/22/2015 05:00:00 PM,28.60,6.6
63rd Street Weather Station,06/22/2015 06:00:00 PM,28.80,6.2
63rd Street Weather Station,06/22/2015 07:00:00 PM,29.20,4.4
63rd Street Weather Station,06/22/2015 08:00:00 PM,29.10,4.9
63rd Street Weather Station,06/22/2015 09:00:00 PM,28.80,4.1
63rd Street Weather Station,06/22/2015 10:00:00 PM,28.90,6.3
63rd Street Weather Station,06/22/2015 11:00:00 PM,26.20,8.9
63rd Street Weather Station,06/23/2015 01:00:00 AM,24.80,3.2
63rd Street Weather Station,06/23/2015 02:00:00 AM,25.00,2.2
63rd Street Weather Station,06/23/2015 03:00:00 AM,24.70,1.5
63rd Street Weather Station,06/23/2015 04:00:00 AM,24.80,3.4
63rd Street Weather Station,06/23/2015 05:00:00 AM,21.40,3.9
63rd Street Weather Station,06/23/2015 06:00:00 AM,19.90,3.4
63rd Street Weather Station,06/23/2015 07:00:00 AM,20.70,3.3
63rd Street Weather Station,06/23/2015 08:00:00 AM,19.90,4.3
63rd Street Weather Station,06/23/2015 09:00:00 AM,20.30,3.6
63rd Street Weather Station,06/23/2015 10:00:00 AM,18.50,4.8
63rd Street Weather Station,06/23/2015 11:00:00 AM,18.50,3.4
63rd Street Weather Station,06/23/2015 12:00:00 PM,18.70,3.1
63rd Street Weather Station,06/23/2015 01:00:00 PM,18.70,0.6
63rd Street Weather Station,06/23/2015 02:00:00 PM,19.60,0.0
63rd Street Weather Station,06/23/2015 03:00:00 PM,19.60,0.9
63rd Street Weather Station,06/23/2015 04:00:00 PM,19.20,0.6
63rd Street Weather Station,06/23/2015 05:00:00 PM,19.20,0.5
63rd Street Weather Station,06/23/2015 06:00:00 PM,19.20,0.0
63rd Street Weather Station,06/23/2015 07:00:00 PM,18.60,2.1
63rd Street Weather Station,06/23/2015 08:00:00 PM,18.00,0.7
63rd Street Weather Station,06/23/2015 09:00:00 PM,17.70,0.0
63rd Street Weather Station,06/23/2015 10:00:00 PM,18.20,0.9
63rd Street Weather Station,06/23/2015 11:00:00 PM,18.30,0.5
63rd Street Weather Station,06/23/2015 12:00:00 AM,24.50,3.3
63rd Street Weather Station,06/24/2015 01:00:00 AM,17.50,0.8
63rd Street Weather Station,06/24/2015 02:00:00 AM,17.70,0.0
63rd Street Weather Station,06/24/2015 03:00:00 AM,18.00,0.3
63rd Street Weather Station,06/24/2015 04:00:00 AM,18.20,1.0
63rd Street Weather Station,06/24/2015 05:00:00 AM,19.00,2.8
63rd Street Weather Station,06/24/2015 06:00:00 AM,19.20,1.4
63rd Street Weather Station,06/24/2015 07:00:00 AM,19.80,1.4
63rd Street Weather Station,06/24/2015 08:00:00 AM,20.30,1.5
63rd Street Weather Station,06/24/2015 09:00:00 AM,21.00,0.8
63rd Street Weather Station,06/24/2015 10:00:00 AM,20.50,0.8
63rd Street Weather Station,06/24/2015 11:00:00 AM,20.40,0.3
63rd Street Weather Station,06/24/2015 12:00:00 PM,20.80,0.5
63rd Street Weather Station,06/24/2015 01:00:00 PM,24.70,4.0
63rd Street Weather Station,06/24/2015 02:00:00 PM,24.80,4.0
63rd Street Weather Station,06/24/2015 03:00:00 PM,25.10,3.2
63rd Street Weather Station,06/24/2015 04:00:00 PM,25.30,1.3
63rd Street Weather Station,06/24/2015 05:00:00 PM,24.00,1.1
63rd Street Weather Station,06/24/2015 06:00:00 PM,24.10,0.7
63rd Street Weather Station,06/24/2015 07:00:00 PM,24.60,1.5
63rd Street Weather Station,06/24/2015 08:00:00 PM,23.90,1.3
63rd Street Weather Station,06/24/2015 09:00:00 PM,22.50,1.3
63rd Street Weather Station,06/24/2015 10:00:00 PM,23.10,2.2
63rd Street Weather Station,06/24/2015 11:00:00 PM,22.50,0.0
63rd Street Weather Station,06/24/2015 12:00:00 AM,17.80,0.6
63rd Street Weather Station,06/25/2015 01:00:00 AM,21.70,1.3
63rd Street Weather Station,06/25/2015 02:00:00 AM,21.50,1.8
63rd Street Weather Station,06/25/2015 03:00:00 AM,21.00,2.7
63rd Street Weather Station,06/25/2015 04:00:00 AM,19.50,2.6
63rd Street Weather Station,06/25/2015 05:00:00 AM,19.10,0.8
63rd Street Weather Station,06/25/2015 06:00:00 AM,19.90,1.1
63rd Street Weather Station,06/25/2015 07:00:00 AM,20.20,2.1
63rd Street Weather Station,06/25/2015 08:00:00 AM,20.60,2.6
63rd Street Weather Station,06/25/2015 09:00:00 AM,21.70,2.2
63rd Street Weather Station,06/25/2015 10:00:00 AM,23.50,1.4
63rd Street Weather Station,06/25/2015 11:00:00 AM,25.90,2.0
63rd Street Weather Station,06/25/2015 01:00:00 PM,22.80,1.7
63rd Street Weather Station,06/25/2015 02:00:00 PM,18.80,1.1
63rd Street Weather Station,06/25/2015 03:00:00 PM,19.80,2.2
63rd Street Weather Station,06/25/2015 04:00:00 PM,19.60,2.7
63rd Street Weather Station,06/25/2015 05:00:00 PM,20.10,3.2
63rd Street Weather Station,06/25/2015 06:00:00 PM,18.60,3.9
63rd Street Weather Station,06/25/2015 07:00:00 PM,17.30,4.4
63rd Street Weather Station,06/25/2015 08:00:00 PM,17.40,4.4
63rd Street Weather Station,06/25/2015 09:00:00 PM,17.30,2.2
63rd Street Weather Station,06/25/2015 10:00:00 PM,16.80,3.4
63rd Street Weather Station,06/25/2015 11:00:00 PM,17.50,2.9
63rd Street Weather Station,06/25/2015 12:00:00 AM,21.80,0.9
63rd Street Weather Station,06/26/2015 01:00:00 AM,17.20,5.0
63rd Street Weather Station,06/26/2015 02:00:00 AM,16.60,6.5
63rd Street Weather Station,06/26/2015 03:00:00 AM,16.50,4.1
63rd Street Weather Station,06/26/2015 04:00:00 AM,16.20,5.0
63rd Street Weather Station,06/26/2015 05:00:00 AM,15.50,3.2
63rd Street Weather Station,06/26/2015 06:00:00 AM,15.80,3.0
63rd Street Weather Station,06/26/2015 07:00:00 AM,16.20,2.8
63rd Street Weather Station,06/26/2015 08:00:00 AM,16.00,3.7
63rd Street Weather Station,06/26/2015 09:00:00 AM,16.80,4.9
63rd Street Weather Station,06/26/2015 10:00:00 AM,17.20,3.8
63rd Street Weather Station,06/26/2015 11:00:00 AM,17.50,5.2
63rd Street Weather Station,06/26/2015 12:00:00 PM,17.40,4.5
63rd Street Weather Station,06/26/2015 01:00:00 PM,17.30,3.1
63rd Street Weather Station,06/26/2015 02:00:00 PM,17.30,3.1
63rd Street Weather Station,06/26/2015 03:00:00 PM,17.10,4.0
63rd Street Weather Station,06/26/2015 04:00:00 PM,17.00,4.4
63rd Street Weather Station,06/26/2015 05:00:00 PM,16.70,5.4
63rd Street Weather Station,06/26/2015 06:00:00 PM,16.20,4.4
63rd Street Weather Station,06/26/2015 07:00:00 PM,16.40,4.8
63rd Street Weather Station,06/26/2015 08:00:00 PM,16.20,6.1
63rd Street Weather Station,06/26/2015 09:00:00 PM,16.40,6.1
63rd Street Weather Station,06/26/2015 10:00:00 PM,17.30,5.0
63rd Street Weather Station,06/26/2015 11:00:00 PM,16.60,4.3
63rd Street Weather Station,06/26/2015 12:00:00 AM,17.60,3.4
63rd Street Weather Station,06/27/2015 01:00:00 AM,16.50,3.2
63rd Street Weather Station,06/27/2015 02:00:00 AM,16.30,4.8
63rd Street Weather Station,06/27/2015 03:00:00 AM,16.90,3.1
63rd Street Weather Station,06/27/2015 04:00:00 AM,16.60,4.1
63rd Street Weather Station,06/27/2015 05:00:00 AM,16.60,3.4
63rd Street Weather Station,06/27/2015 06:00:00 AM,16.20,5.3
63rd Street Weather Station,06/27/2015 07:00:00 AM,16.10,4.3
63rd Street Weather Station,06/27/2015 08:00:00 AM,15.70,7.4
63rd Street Weather Station,06/27/2015 09:00:00 AM,15.80,5.8
63rd Street Weather Station,06/27/2015 10:00:00 AM,16.00,5.7
63rd Street Weather Station,06/27/2015 11:00:00 AM,16.40,6.7
63rd Street Weather Station,06/27/2015 12:00:00 PM,16.60,6.2
63rd Street Weather Station,06/27/2015 01:00:00 PM,17.00,5.7
63rd Street Weather Station,06/27/2015 02:00:00 PM,17.80,4.2
63rd Street Weather Station,06/27/2015 03:00:00 PM,18.10,4.0
63rd Street Weather Station,06/27/2015 04:00:00 PM,18.10,4.8
63rd Street Weather Station,06/27/2015 05:00:00 PM,18.90,4.1
63rd Street Weather Station,06/27/2015 06:00:00 PM,19.20,4.0
63rd Street Weather Station,06/27/2015 07:00:00 PM,17.90,3.0
63rd Street Weather Station,06/27/2015 08:00:00 PM,17.60,3.7
63rd Street Weather Station,06/27/2015 09:00:00 PM,18.20,3.2
63rd Street Weather Station,06/27/2015 10:00:00 PM,17.90,2.3
63rd Street Weather Station,06/27/2015 11:00:00 PM,18.40,2.7
63rd Street Weather Station,06/27/2015 12:00:00 AM,16.50,3.5
63rd Street Weather Station,06/28/2015 02:00:00 AM,16.40,1.6
63rd Street Weather Station,06/28/2015 03:00:00 AM,16.00,1.8
63rd Street Weather Station,06/28/2015 04:00:00 AM,15.60,1.4
63rd Street Weather Station,06/28/2015 05:00:00 AM,15.00,1.2
63rd Street Weather Station,06/28/2015 06:00:00 AM,15.50,0.0
63rd Street Weather Station,06/28/2015 07:00:00 AM,18.60,0.0
63rd Street Weather Station,06/28/2015 08:00:00 AM,19.90,0.5
63rd Street Weather Station,06/28/2015 09:00:00 AM,20.30,1.1
63rd Street Weather Station,06/28/2015 10:00:00 AM,18.90,0.7
63rd Street Weather Station,06/28/2015 11:00:00 AM,19.70,0.4
63rd Street Weather Station,06/28/2015 12:00:00 PM,20.50,0.9
63rd Street Weather Station,06/28/2015 01:00:00 PM,20.70,1.2
63rd Street Weather Station,06/28/2015 02:00:00 PM,21.10,2.9
63rd Street Weather Station,06/28/2015 03:00:00 PM,20.80,0.9
63rd Street Weather Station,06/28/2015 04:00:00 PM,20.90,0.7
63rd Street Weather Station,06/28/2015 05:00:00 PM,22.70,3.5
63rd Street Weather Station,06/28/2015 06:00:00 PM,22.90,1.6
63rd Street Weather Station,06/28/2015 07:00:00 PM,22.70,1.8
63rd Street Weather Station,06/28/2015 08:00:00 PM,22.80,2.2
63rd Street Weather Station,06/28/2015 09:00:00 PM,20.60,0.6
63rd Street Weather Station,06/28/2015 10:00:00 PM,20.30,1.9
63rd Street Weather Station,06/28/2015 11:00:00 PM,21.00,2.1
63rd Street Weather Station,06/28/2015 12:00:00 AM,18.20,1.9
63rd Street Weather Station,06/29/2015 01:00:00 AM,20.40,1.3
63rd Street Weather Station,06/29/2015 02:00:00 AM,20.10,2.2
63rd Street Weather Station,06/29/2015 03:00:00 AM,19.70,0.5
63rd Street Weather Station,06/29/2015 04:00:00 AM,19.50,0.0
63rd Street Weather Station,06/29/2015 05:00:00 AM,18.80,0.9
63rd Street Weather Station,06/29/2015 06:00:00 AM,18.80,1.1
63rd Street Weather Station,06/29/2015 07:00:00 AM,18.40,1.0
63rd Street Weather Station,06/29/2015 08:00:00 AM,18.50,0.5
63rd Street Weather Station,06/29/2015 09:00:00 AM,18.40,0.6
63rd Street Weather Station,06/29/2015 10:00:00 AM,18.80,2.6
63rd Street Weather Station,06/29/2015 11:00:00 AM,18.50,2.6
63rd Street Weather Station,06/29/2015 12:00:00 PM,18.50,1.1
63rd Street Weather Station,06/29/2015 01:00:00 PM,18.60,2.1
63rd Street Weather Station,06/29/2015 02:00:00 PM,19.40,0.9
63rd Street Weather Station,06/29/2015 03:00:00 PM,19.20,1.4
63rd Street Weather Station,06/29/2015 04:00:00 PM,19.20,1.5
63rd Street Weather Station,06/29/2015 05:00:00 PM,19.80,1.3
63rd Street Weather Station,06/29/2015 06:00:00 PM,18.90,1.6
63rd Street Weather Station,06/29/2015 07:00:00 PM,19.90,0.6
63rd Street Weather Station,06/29/2015 08:00:00 PM,19.20,0.9
63rd Street Weather Station,06/29/2015 09:00:00 PM,19.00,0.4
63rd Street Weather Station,06/29/2015 10:00:00 PM,19.80,0.0
63rd Street Weather Station,06/29/2015 11:00:00 PM,19.10,0.0
63rd Street Weather Station,06/29/2015 12:00:00 AM,20.80,1.4
63rd Street Weather Station,06/30/2015 01:00:00 AM,19.30,2.1
63rd Street Weather Station,06/30/2015 02:00:00 AM,19.30,1.9
63rd Street Weather Station,06/30/2015 03:00:00 AM,19.30,0.0
63rd Street Weather Station,06/30/2015 04:00:00 AM,19.00,1.8
63rd Street Weather Station,06/30/2015 05:00:00 AM,19.10,2.4
63rd Street Weather Station,06/30/2015 06:00:00 AM,18.80,2.3
63rd Street Weather Station,06/30/2015 07:00:00 AM,19.20,1.5
63rd Street Weather Station,06/30/2015 08:00:00 AM,20.00,1.6
63rd Street Weather Station,06/30/2015 09:00:00 AM,21.20,1.8
63rd Street Weather Station,06/30/2015 10:00:00 AM,22.30,4.0
63rd Street Weather Station,06/30/2015 11:00:00 AM,23.50,1.8
63rd Street Weather Station,06/30/2015 12:00:00 PM,22.40,1.6
63rd Street Weather Station,06/30/2015 01:00:00 PM,20.30,1.7
63rd Street Weather Station,06/30/2015 02:00:00 PM,18.90,4.9
63rd Street Weather Station,06/30/2015 03:00:00 PM,19.20,2.9
63rd Street Weather Station,06/30/2015 04:00:00 PM,19.40,0.4
63rd Street Weather Station,06/30/2015 05:00:00 PM,19.20,5.4
63rd Street Weather Station,06/30/2015 06:00:00 PM,16.20,4.8
63rd Street Weather Station,06/30/2015 07:00:00 PM,15.60,3.8
63rd Street Weather Station,06/30/2015 08:00:00 PM,15.80,5.0
63rd Street Weather Station,06/30/2015 09:00:00 PM,15.50,4.4
63rd Street Weather Station,06/30/2015 10:00:00 PM,15.80,2.9
63rd Street Weather Station,06/30/2015 11:00:00 PM,15.80,2.5
63rd Street Weather Station,06/30/2015 12:00:00 AM,19.60,1.6
63rd Street Weather Station,07/01/2015 01:00:00 AM,15.80,4.0
63rd Street Weather Station,07/01/2015 02:00:00 AM,15.60,3.8
63rd Street Weather Station,07/01/2015 03:00:00 AM,15.10,2.2
63rd Street Weather Station,07/01/2015 04:00:00 AM,14.90,4.0
63rd Street Weather Station,07/01/2015 05:00:00 AM,14.60,4.0
63rd Street Weather Station,07/01/2015 06:00:00 AM,14.40,2.2
63rd Street Weather Station,07/01/2015 07:00:00 AM,14.60,2.2
63rd Street Weather Station,07/01/2015 08:00:00 AM,14.50,4.8
63rd Street Weather Station,07/01/2015 09:00:00 AM,14.70,3.8
63rd Street Weather Station,07/01/2015 10:00:00 AM,15.10,2.1
63rd Street Weather Station,07/01/2015 11:00:00 AM,14.90,2.3
63rd Street Weather Station,07/01/2015 12:00:00 PM,15.00,4.0
63rd Street Weather Station,07/01/2015 01:00:00 PM,15.10,4.2
63rd Street Weather Station,07/01/2015 02:00:00 PM,14.80,4.3
63rd Street Weather Station,07/01/2015 03:00:00 PM,14.70,4.2
63rd Street Weather Station,07/01/2015 04:00:00 PM,14.70,4.8
63rd Street Weather Station,07/01/2015 05:00:00 PM,14.60,2.6
63rd Street Weather Station,07/01/2015 06:00:00 PM,14.70,4.3
63rd Street Weather Station,07/01/2015 07:00:00 PM,14.40,4.1
63rd Street Weather Station,07/01/2015 08:00:00 PM,14.30,1.9
63rd Street Weather Station,07/01/2015 12:00:00 AM,15.80,4.1
63rd Street Weather Station,07/02/2015 02:00:00 PM,16.10,6.0
63rd Street Weather Station,07/02/2015 03:00:00 PM,16.10,6.7
63rd Street Weather Station,07/02/2015 04:00:00 PM,16.40,5.5
63rd Street Weather Station,07/02/2015 05:00:00 PM,16.80,4.3
63rd Street Weather Station,07/02/2015 06:00:00 PM,16.00,6.9
63rd Street Weather Station,07/02/2015 07:00:00 PM,16.00,6.8
63rd Street Weather Station,07/02/2015 08:00:00 PM,15.80,6.0
63rd Street Weather Station,07/02/2015 09:00:00 PM,15.60,4.3
63rd Street Weather Station,07/02/2015 10:00:00 PM,16.10,4.5
63rd Street Weather Station,07/02/2015 11:00:00 PM,16.60,3.2
63rd Street Weather Station,07/03/2015 01:00:00 AM,17.00,2.6
63rd Street Weather Station,07/03/2015 02:00:00 AM,17.00,2.2
63rd Street Weather Station,07/03/2015 03:00:00 AM,17.20,2.6
63rd Street Weather Station,07/03/2015 04:00:00 AM,17.30,0.9
63rd Street Weather Station,07/03/2015 05:00:00 AM,17.30,1.0
63rd Street Weather Station,07/03/2015 06:00:00 AM,17.20,0.8
63rd Street Weather Station,07/03/2015 07:00:00 AM,17.20,2.0
63rd Street Weather Station,07/03/2015 08:00:00 AM,17.60,0.7
63rd Street Weather Station,07/03/2015 09:00:00 AM,17.80,1.9
63rd Street Weather Station,07/03/2015 10:00:00 AM,17.80,2.1
63rd Street Weather Station,07/03/2015 11:00:00 AM,17.90,2.7
63rd Street Weather Station,07/03/2015 12:00:00 PM,17.90,3.3
63rd Street Weather Station,07/03/2015 01:00:00 PM,18.30,1.6
63rd Street Weather Station,07/03/2015 02:00:00 PM,18.20,2.6
63rd Street Weather Station,07/03/2015 03:00:00 PM,18.50,3.1
63rd Street Weather Station,07/03/2015 04:00:00 PM,18.80,2.3
63rd Street Weather Station,07/03/2015 05:00:00 PM,18.90,1.3
63rd Street Weather Station,07/03/2015 06:00:00 PM,18.90,2.2
63rd Street Weather Station,07/03/2015 07:00:00 PM,18.60,1.9
63rd Street Weather Station,07/03/2015 08:00:00 PM,18.20,0.7
63rd Street Weather Station,07/03/2015 09:00:00 PM,18.40,0.6
63rd Street Weather Station,07/03/2015 10:00:00 PM,18.50,1.1
63rd Street Weather Station,07/03/2015 11:00:00 PM,18.50,0.5
63rd Street Weather Station,07/03/2015 12:00:00 AM,16.90,2.9
63rd Street Weather Station,07/04/2015 01:00:00 AM,18.00,0.6
63rd Street Weather Station,07/04/2015 02:00:00 AM,18.20,0.9
63rd Street Weather Station,07/04/2015 03:00:00 AM,17.80,1.0
63rd Street Weather Station,07/04/2015 04:00:00 AM,17.30,1.5
63rd Street Weather Station,07/04/2015 05:00:00 AM,17.40,1.6
63rd Street Weather Station,07/04/2015 06:00:00 AM,17.30,1.8
63rd Street Weather Station,07/04/2015 07:00:00 AM,18.70,1.9
63rd Street Weather Station,07/04/2015 08:00:00 AM,20.80,2.2
63rd Street Weather Station,07/04/2015 09:00:00 AM,22.60,1.3
63rd Street Weather Station,07/04/2015 10:00:00 AM,21.50,0.3
63rd Street Weather Station,07/04/2015 11:00:00 AM,22.00,0.0
63rd Street Weather Station,07/04/2015 12:00:00 PM,21.20,2.1
63rd Street Weather Station,07/04/2015 01:00:00 PM,21.00,0.6
63rd Street Weather Station,07/04/2015 02:00:00 PM,21.20,2.3
63rd Street Weather Station,07/04/2015 03:00:00 PM,21.80,0.0
63rd Street Weather Station,07/04/2015 04:00:00 PM,22.00,1.2
63rd Street Weather Station,07/04/2015 05:00:00 PM,21.30,1.2
63rd Street Weather Station,07/04/2015 06:00:00 PM,21.40,0.0
63rd Street Weather Station,07/04/2015 07:00:00 PM,21.10,0.4
63rd Street Weather Station,07/04/2015 08:00:00 PM,20.60,1.0
63rd Street Weather Station,07/04/2015 09:00:00 PM,20.40,0.6
63rd Street Weather Station,07/04/2015 10:00:00 PM,21.00,0.9
63rd Street Weather Station,07/04/2015 11:00:00 PM,21.00,0.0
63rd Street Weather Station,07/04/2015 12:00:00 AM,17.80,0.6
63rd Street Weather Station,07/05/2015 03:00:00 AM,20.20,1.3
63rd Street Weather Station,07/05/2015 04:00:00 AM,19.80,0.8
63rd Street Weather Station,07/05/2015 05:00:00 AM,19.20,1.4
63rd Street Weather Station,07/05/2015 06:00:00 AM,19.30,1.9
63rd Street Weather Station,07/05/2015 07:00:00 AM,20.50,1.8
63rd Street Weather Station,07/05/2015 08:00:00 AM,22.90,1.7
63rd Street Weather Station,07/05/2015 09:00:00 AM,24.30,0.0
63rd Street Weather Station,07/05/2015 10:00:00 AM,22.30,0.6
63rd Street Weather Station,07/05/2015 11:00:00 AM,22.10,2.3
63rd Street Weather Station,07/05/2015 12:00:00 PM,23.70,2.6
63rd Street Weather Station,07/05/2015 01:00:00 PM,23.30,0.9
63rd Street Weather Station,07/05/2015 02:00:00 PM,23.20,2.0
63rd Street Weather Station,07/05/2015 04:00:00 PM,22.80,2.2
63rd Street Weather Station,07/05/2015 05:00:00 PM,23.30,0.0
63rd Street Weather Station,07/05/2015 06:00:00 PM,22.80,1.0
63rd Street Weather Station,07/05/2015 07:00:00 PM,22.00,0.6
63rd Street Weather Station,07/05/2015 08:00:00 PM,21.80,1.6
63rd Street Weather Station,07/05/2015 09:00:00 PM,21.90,1.7
63rd Street Weather Station,07/05/2015 10:00:00 PM,21.60,1.6
63rd Street Weather Station,07/05/2015 11:00:00 PM,23.50,2.0
63rd Street Weather Station,07/05/2015 12:00:00 AM,20.70,0.7
63rd Street Weather Station,07/06/2015 01:00:00 AM,22.80,2.2
63rd Street Weather Station,07/06/2015 02:00:00 AM,22.30,1.5
63rd Street Weather Station,07/06/2015 03:00:00 AM,21.90,1.4
63rd Street Weather Station,07/06/2015 04:00:00 AM,21.20,1.2
63rd Street Weather Station,07/06/2015 05:00:00 AM,21.10,3.6
63rd Street Weather Station,07/06/2015 06:00:00 AM,20.90,1.8
63rd Street Weather Station,07/06/2015 07:00:00 AM,21.30,1.5
63rd Street Weather Station,07/06/2015 08:00:00 AM,22.80,3.3
63rd Street Weather Station,07/06/2015 09:00:00 AM,24.60,4.1
63rd Street Weather Station,07/06/2015 10:00:00 AM,26.00,4.0
63rd Street Weather Station,07/06/2015 11:00:00 AM,27.30,3.5
63rd Street Weather Station,07/06/2015 12:00:00 PM,27.70,4.6
63rd Street Weather Station,07/06/2015 01:00:00 PM,28.30,4.9
63rd Street Weather Station,07/06/2015 02:00:00 PM,29.30,3.9
63rd Street Weather Station,07/06/2015 03:00:00 PM,29.70,3.0
63rd Street Weather Station,07/06/2015 04:00:00 PM,23.10,2.4
63rd Street Weather Station,07/06/2015 05:00:00 PM,22.80,1.5
63rd Street Weather Station,07/06/2015 06:00:00 PM,27.00,5.2
63rd Street Weather Station,07/06/2015 07:00:00 PM,26.90,3.7
63rd Street Weather Station,07/06/2015 08:00:00 PM,26.10,3.5
63rd Street Weather Station,07/06/2015 09:00:00 PM,26.00,2.5
63rd Street Weather Station,07/06/2015 10:00:00 PM,23.20,4.0
63rd Street Weather Station,07/06/2015 11:00:00 PM,22.60,2.6
63rd Street Weather Station,07/06/2015 12:00:00 AM,23.20,1.1
63rd Street Weather Station,07/07/2015 01:00:00 AM,22.60,2.7
